Total triangles: 494
Triangles found:
(3471, 7918, 24821)
(3501, 14661, 16930)
(3550, 11444, 24534)
(3572, 13057, 17028)
(3617, 14949, 25301)
(3629, 6443, 23251)
(3641, 16010, 16925)
(3676, 16341, 26931)
(3734, 15646, 26919)
(3769, 6970, 13309)
(3770, 8299, 13937)
(3780, 10852, 12054)
(3787, 8439, 23883)
(3793, 9511, 21686)
(3828, 9230, 19215)
(3852, 15676, 22180)
(3859, 17537, 18177)
(3885, 16033, 22490)
(3907, 13106, 30500)
(3911, 6755, 19643)
(3917, 9867, 10946)
(3927, 10540, 26271)
(3930, 19500, 20512)
(3941, 12273, 15987)
(3943, 24758, 25381)
(3947, 4847, 28886)
(3959, 14141, 31993)
(3983, 12295, 18849)
(3987, 29625, 30242)
(4021, 13077, 18951)
(4031, 23202, 30158)
(4034, 19720, 23568)
(4127, 27055, 31709)
(4132, 7712, 27346)
(4139, 18920, 19274)
(4147, 6093, 13850)
(4195, 16968, 18774)
(4206, 10392, 31476)
(4218, 7914, 11852)
(4255, 12365, 24988)
(4307, 10598, 27646)
(4307, 11972, 25109)
(4332, 6918, 14026)
(4355, 24092, 26827)
(4388, 5496, 13514)
(4462, 4582, 23005)
(4513, 15628, 15843)
(4540, 7660, 25320)
(4565, 20251, 25553)
(4616, 15106, 15727)
(4662, 18136, 27935)
(4670, 11853, 30111)
(4693, 7257, 18595)
(4703, 6600, 13485)
(4841, 27811, 32430)
(4844, 14888, 25821)
(4944, 11776, 31833)
(4958, 15629, 26297)
(4964, 13109, 15694)
(5002, 16864, 25165)
(5072, 18707, 31546)
(5094, 5371, 26859)
(5125, 12389, 30317)
(5127, 6655, 14178)
(5131, 17647, 29567)
(5147, 21728, 24628)
(5159, 18274, 31495)
(5225, 20137, 22720)
(5232, 13500, 20024)
(5241, 7388, 19993)
(5255, 21357, 29505)
(5261, 15257, 31444)
(5267, 13244, 15948)
(5292, 17147, 24798)
(5439, 17690, 19518)
(5443, 8206, 9680)
(5447, 10556, 24774)
(5460, 10440, 26363)
(5480, 6655, 30925)
(5484, 29533, 29835)
(5493, 22173, 23019)
(5567, 17407, 21281)
(5567, 18123, 18943)
(5593, 14571, 29679)
(5625, 29215, 32290)
(5628, 24706, 32403)
(5705, 25347, 27869)
(5713, 7095, 32001)
(5726, 29438, 32626)
(5742, 18479, 25324)
(5784, 11487, 17369)
(5821, 20020, 32066)
(5831, 13398, 22223)
(5844, 17180, 18483)
(5911, 23405, 27455)
(5984, 12293, 24287)
(6000, 17322, 20898)
(6059, 6700, 19956)
(6071, 20204, 22186)
(6099, 18936, 20747)
(6162, 11731, 16170)
(6267, 18133, 19746)
(6292, 16861, 17663)
(6371, 18436, 19360)
(6485, 11178, 14582)
(6502, 24822, 27514)
(6523, 15997, 31949)
(6595, 20304, 23353)
(6691, 23221, 30676)
(6815, 7248, 20833)
(6824, 9350, 24603)
(6862, 25770, 30563)
(6870, 10402, 11072)
(6925, 6969, 26977)
(6938, 19746, 28296)
(6949, 11269, 14736)
(6957, 14826, 20614)
(7010, 30011, 32536)
(7083, 12919, 17930)
(7152, 15990, 18670)
(7160, 9381, 32362)
(7190, 12295, 28915)
(7233, 7868, 11785)
(7242, 15284, 20071)
(7258, 26232, 29933)
(7278, 24663, 26705)
(7339, 11159, 14230)
(7347, 28554, 29676)
(7486, 21664, 31146)
(7527, 9492, 12363)
(7716, 21450, 25255)
(7753, 11936, 13992)
(7760, 14708, 21886)
(7808, 19407, 22298)
(7835, 24272, 28560)
(7899, 11882, 18359)
(7909, 12011, 14243)
(7916, 18502, 26882)
(7937, 16790, 26848)
(7970, 23853, 25659)
(8001, 8218, 29374)
(8080, 22101, 27349)
(8129, 14498, 27342)
(8493, 9852, 16341)
(8600, 23566, 30022)
(8605, 14917, 15796)
(8635, 11713, 17696)
(8648, 13528, 25347)
(8691, 11487, 27310)
(8728, 12577, 14024)
(8754, 8973, 9017)
(8785, 16909, 27800)
(8819, 11799, 31964)
(8832, 11519, 28435)
(8842, 14002, 28323)
(8944, 12571, 14395)
(9024, 13332, 32118)
(9169, 14550, 16668)
(9190, 10157, 25360)
(9202, 9365, 21286)
(9228, 11292, 21440)
(9276, 12614, 31580)
(9313, 12462, 13570)
(9320, 24840, 32556)
(9402, 12616, 17111)
(9405, 23794, 30196)
(9471, 10225, 21714)
(9496, 10391, 28379)
(9530, 16711, 19838)
(9532, 11732, 14325)
(9534, 14388, 27033)
(9579, 10664, 21594)
(9619, 19493, 31197)
(9631, 20000, 28696)
(9781, 14339, 19631)
(9790, 23927, 28055)
(9878, 11925, 16468)
(9900, 20117, 26685)
(9979, 14571, 16044)
(10031, 25525, 27256)
(10041, 10824, 16607)
(10053, 16250, 23991)
(10096, 22859, 24060)
(10103, 11289, 21689)
(10125, 17170, 30506)
(10141, 23608, 24054)
(10146, 10636, 11249)
(10204, 23482, 26765)
(10231, 15752, 32676)
(10277, 15443, 26289)
(10279, 11207, 29999)
(10317, 15734, 26607)
(10350, 16681, 21551)
(10503, 21079, 29840)
(10521, 15225, 23484)
(10560, 11900, 13172)
(10687, 18793, 26282)
(10720, 27162, 31928)
(10756, 30276, 30480)
(10781, 21844, 28020)
(10809, 15642, 20424)
(10913, 26546, 28038)
(10927, 26765, 30312)
(10967, 14457, 22598)
(11180, 25195, 29803)
(11262, 13679, 28586)
(11265, 11716, 32031)
(11296, 23720, 32306)
(11306, 15606, 16621)
(11312, 17941, 23929)
(11390, 20392, 20897)
(11406, 17272, 19001)
(11423, 21800, 30637)
(11479, 27103, 30657)
(11542, 16345, 23578)
(11572, 23226, 27910)
(11574, 25011, 27248)
(11592, 13191, 27458)
(12008, 15153, 27569)
(12094, 13168, 24853)
(12131, 14569, 21426)
(12177, 26470, 32497)
(12254, 21101, 30208)
(12314, 16274, 29136)
(12319, 25278, 26534)
(12425, 15072, 31158)
(12476, 14651, 32189)
(12494, 20850, 21146)
(12534, 21440, 24345)
(12730, 18431, 20245)
(12760, 18707, 21799)
(12837, 23535, 25715)
(12890, 17773, 20834)
(12968, 14246, 15802)
(12969, 22063, 31657)
(13110, 24476, 30268)
(13164, 28737, 29859)
(13175, 17321, 18689)
(13322, 15038, 16541)
(13421, 24730, 28477)
(13519, 15950, 24658)
(13567, 27933, 31823)
(13604, 14050, 20222)
(13755, 25936, 26932)
(13778, 28266, 29821)
(13962, 15968, 18087)
(14020, 21940, 23750)
(14145, 17014, 25166)
(14195, 18234, 23995)
(14374, 18899, 23976)
(14384, 16707, 16761)
(14386, 23327, 32699)
(14470, 18705, 26005)
(14541, 18411, 18886)
(14571, 21564, 29679)
(14576, 15389, 26485)
(14587, 15744, 32510)
(14691, 15905, 28231)
(14745, 15394, 29206)
(14769, 22590, 27171)
(14936, 18762, 25616)
(15155, 18891, 26133)
(15297, 22273, 25584)
(15562, 19396, 31140)
(15608, 24289, 27598)
(15628, 18187, 31566)
(15628, 26391, 30399)
(15780, 20168, 25135)
(15793, 19935, 29256)
(15815, 23536, 31152)
(15897, 27280, 28104)
(15965, 21185, 29286)
(16067, 17312, 18184)
(16098, 28268, 28571)
(16120, 17574, 30249)
(16237, 26381, 27209)
(16522, 22665, 27644)
(16523, 21112, 29133)
(16565, 28197, 31589)
(16602, 23690, 28929)
(16737, 20763, 31326)
(16749, 17319, 28257)
(17048, 25563, 32638)
(17052, 29352, 31492)
(17087, 22424, 26666)
(17142, 19194, 24027)
(17278, 18834, 23377)
(17328, 24479, 26858)
(17496, 22283, 31038)
(17512, 19897, 30856)
(17533, 29643, 31049)
(17873, 23612, 30442)
(18009, 24918, 26006)
(18124, 22836, 24260)
(18217, 28233, 28340)
(18223, 21110, 31181)
(18516, 20095, 30991)
(18540, 26294, 27037)
(18923, 23260, 27647)
(18971, 27669, 32153)
(18989, 21345, 23520)
(19033, 23331, 28765)
(19515, 27415, 28044)
(19802, 28203, 28279)
(19865, 23326, 24273)
(19968, 23768, 31379)
(20117, 21915, 24268)
(20560, 30744, 31583)
(20564, 24010, 24284)
(20768, 23496, 30513)
(20857, 25234, 27893)
(20929, 22428, 27998)
(21321, 25385, 27415)
(21497, 24033, 30786)
(21948, 22241, 32045)
(22072, 26953, 29972)
(22515, 30564, 32136)
(22868, 24593, 29250)
(22951, 24050, 32125)
(24023, 28463, 32379)
(24192, 30014, 32220)
